optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
adam,3,0.001,50,512,True,True,relu,False,False,sigmoid,44,18,softmax,relu,0.001,0.0001,60,26,0.6920549273490906,0.5040202736854553,0.498177707195282,0.985379695892334,0.6932327747344971,0.5026764869689941,0.4977325201034546,0.9825359582901
adam,3,0.1,50,1024,False,True,relu,True,False,sigmoid,36,6,relu,sigmoid,0.1,0.1,20,42,,,,,,,,
adam,3,0.001,50,1024,False,False,relu,True,True,sigmoid,52,3,relu,sigmoid,0.001,0.1,50,46,358.20098876953125,0.5077550411224365,0.0,0.0,358.2010192871094,0.5082632303237915,0.0,0.0
adam,3,0.001,50,256,False,True,relu,False,True,sigmoid,52,12,relu,sigmoid,0.1,0.0001,40,28,0.6991873383522034,0.507869303226471,0.0,0.0,0.6992114186286926,0.507599413394928,0.0,0.0
rmsprop,3,0.001,50,512,True,True,softmax,False,True,sigmoid,50,3,relu,tanh,0.001,0.0,30,38,0.7025335431098938,0.5104357004165649,0.9257642030715942,0.0061387000605463,0.7030478715896606,0.5067997574806213,0.4230769276618957,0.0016143234679475
adam,3,0.001,50,256,False,True,sigmoid,False,True,sigmoid,32,27,linear,sigmoid,0.001,0.01,50,42,4.822560787200928,0.5079261660575867,0.0,0.0,4.822572231292725,0.507599413394928,0.0,0.0
adam,3,0.01,50,1024,True,True,relu,True,True,sigmoid,44,24,sigmoid,linear,0.001,0.0,20,48,0.9102187156677246,0.4924747347831726,0.4924206435680389,0.9995916485786438,0.9102309942245485,0.4919621348381042,0.4918451607227325,0.9996944665908812
sgd,3,0.001,50,128,True,True,relu,True,True,sigmoid,36,12,linear,tanh,0.0001,0.0,70,38,0.9542497992515564,0.5458096861839294,0.5284302830696106,0.7149826884269714,0.9568450450897216,0.5426846742630005,0.5266565680503845,0.7038800120353699
rmsprop,3,0.001,50,1024,True,True,softmax,False,False,sigmoid,54,15,sigmoid,tanh,0.1,0.001,70,30,0.692253589630127,0.5083582401275635,0.8333333134651184,0.0001460365747334,0.692307710647583,0.5082632303237915,0.0,0.0
adam,3,0.01,50,256,False,True,softmax,True,True,sigmoid,54,21,relu,tanh,0.001,0.01,50,28,39.67292022705078,0.5081818103790283,0.0,0.0,39.67302322387695,0.507599413394928,0.0,0.0
